,browser,element,file_ending,executes
0,chromium,embed,.a,True
1,chromium,embed,.access,True
2,chromium,embed,.acgi,True
3,chromium,embed,.action,True
4,chromium,embed,.add,True
5,chromium,embed,.adp,True
6,chromium,embed,.ai,False
7,chromium,embed,.ajax,True
8,chromium,embed,.alt,True
9,chromium,embed,.app,True
10,chromium,embed,.apsx,True
11,chromium,embed,.aquery,True
12,chromium,embed,.asax,True
13,chromium,embed,.asc,True
14,chromium,embed,.ascx,True
15,chromium,embed,.asf,True
16,chromium,embed,.ashx,True
17,chromium,embed,.asm,True
18,chromium,embed,.asmx,True
19,chromium,embed,.asp,True
20,chromium,embed,.Asp,True
21,chromium,embed,.ASP,True
22,chromium,embed,.aspx,True
23,chromium,embed,.Aspx,True
24,chromium,embed,.ASPX,True
25,chromium,embed,.assets,True
26,chromium,embed,.asx,True
27,chromium,embed,.at,True
28,chromium,embed,.au,True
29,chromium,embed,.avi,True
30,chromium,embed,.AVI,True
31,chromium,embed,.awm,True
32,chromium,embed,.b,True
33,chromium,embed,.back,True
34,chromium,embed,.backup,True
35,chromium,embed,.bad,True
36,chromium,embed,.bak,True
37,chromium,embed,.BAK,True
38,chromium,embed,.bak2,True
39,chromium,embed,.bat,True
40,chromium,embed,.bck,True
41,chromium,embed,.bhtml,True
42,chromium,embed,.bin,False
43,chromium,embed,.bk,True
44,chromium,embed,.bkp,True
45,chromium,embed,.blog,True
46,chromium,embed,.bml,True
47,chromium,embed,.bmp,False
48,chromium,embed,.bok,True
49,chromium,embed,.bsp,True
50,chromium,embed,.btr,True
51,chromium,embed,.bu,True
52,chromium,embed,.bz2,True
53,chromium,embed,.c,True
54,chromium,embed,.C,True
55,chromium,embed,.ca,True
56,chromium,embed,.cab,True
57,chromium,embed,.cache,True
58,chromium,embed,.captcha,True
59,chromium,embed,.cat,True
60,chromium,embed,.cc,True
61,chromium,embed,.cdr,True
62,chromium,embed,.cer,False
63,chromium,embed,.cfc,True
64,chromium,embed,.cfg,True
65,chromium,embed,.cfm,True
66,chromium,embed,.CFM,True
67,chromium,embed,.cfml,True
68,chromium,embed,.cgi,True
69,chromium,embed,.chm,True
70,chromium,embed,.class,True
71,chromium,embed,.cmd,True
72,chromium,embed,.cms,True
73,chromium,embed,.cn,True
74,chromium,embed,.cnf,True
75,chromium,embed,.co,True
76,chromium,embed,.code,True
77,chromium,embed,.com,False
78,chromium,embed,".com,",True
79,chromium,embed,.COM,False
80,chromium,embed,.common,True
81,chromium,embed,.conf,True
82,chromium,embed,.config,True
83,chromium,embed,.Config,True
84,chromium,embed,.content,True
85,chromium,embed,.contrib,True
86,chromium,embed,.copy,True
87,chromium,embed,.core,True
88,chromium,embed,.count,True
89,chromium,embed,.cp,True
90,chromium,embed,.crt,False
91,chromium,embed,.cs,True
92,chromium,embed,.csi,True
93,chromium,embed,.csp,True
94,chromium,embed,.csproj,True
95,chromium,embed,.css,True
96,chromium,embed,.CSS,True
97,chromium,embed,.csshandler,True
98,chromium,embed,.csv,False
99,chromium,embed,.cur,True
100,chromium,embed,.custom,True
101,chromium,embed,.cz,True
102,chromium,embed,.d,True
103,chromium,embed,.dat,True
104,chromium,embed,.data,True
105,chromium,embed,.db,True
106,chromium,embed,.dbf,True
107,chromium,embed,.dcr,True
108,chromium,embed,.de,True
109,chromium,embed,.deb,True
110,chromium,embed,.default,True
111,chromium,embed,.delete,True
112,chromium,embed,.detail,True
113,chromium,embed,.details,True
114,chromium,embed,.dev,True
115,chromium,embed,.dhtml,True
116,chromium,embed,.dic,True
117,chromium,embed,.dict,True
118,chromium,embed,.diff,True
119,chromium,embed,.dir,True
120,chromium,embed,.disabled,True
121,chromium,embed,.dist,True
122,chromium,embed,.divx,True
123,chromium,embed,.djvu,True
124,chromium,embed,.dll,True
125,chromium,embed,.dmg,True
126,chromium,embed,.do,True
127,chromium,embed,.doc,False
128,chromium,embed,.DOC,False
129,chromium,embed,.docx,False
130,chromium,embed,.dot,False
131,chromium,embed,.ds,True
132,chromium,embed,.dta,True
133,chromium,embed,.dtd,True
134,chromium,embed,.dwf,True
135,chromium,embed,.dwg,True
136,chromium,embed,.dwt,True
137,chromium,embed,.e,True
138,chromium,embed,.ece,True
139,chromium,embed,.edit,True
140,chromium,embed,.edu,True
141,chromium,embed,.egov,True
142,chromium,embed,.email,True
143,chromium,embed,.eml,True
144,chromium,embed,.en,True
145,chromium,embed,.enu,True
146,chromium,embed,.eot,True
147,chromium,embed,.ep,True
148,chromium,embed,.epc,True
149,chromium,embed,.epl,True
150,chromium,embed,.eps,False
151,chromium,embed,.epub,False
152,chromium,embed,.err,True
153,chromium,embed,.error,True
154,chromium,embed,.errors,True
155,chromium,embed,.es,True
156,chromium,embed,.eu,True
157,chromium,embed,.exclude,True
158,chromium,embed,.exe,False
159,chromium,embed,.EXE,False
160,chromium,embed,.extract,True
161,chromium,embed,.f4v,True
162,chromium,embed,.faces,True
163,chromium,embed,.fcgi,True
164,chromium,embed,.feed,True
165,chromium,embed,.fil,True
166,chromium,embed,.file,True
167,chromium,embed,.filemtime,True
168,chromium,embed,.files,True
169,chromium,embed,.filesize,True
170,chromium,embed,.film,True
171,chromium,embed,.fla,True
172,chromium,embed,.flv,True
173,chromium,embed,.fopen,True
174,chromium,embed,.form,True
175,chromium,embed,.fpl,True
176,chromium,embed,.fr,True
177,chromium,embed,.framework,True
178,chromium,embed,.fread,True
179,chromium,embed,.fsockopen,True
180,chromium,embed,.functions,True
181,chromium,embed,.g,True
182,chromium,embed,.geo,True
183,chromium,embed,.getimagesize,True
184,chromium,embed,.GetMapImage,True
185,chromium,embed,.gif,False
186,chromium,embed,.Gif,False
187,chromium,embed,.GIF,False
188,chromium,embed,.git,True
189,chromium,embed,.go,True
190,chromium,embed,.gpx,True
191,chromium,embed,.grp,True
192,chromium,embed,.gz,False
193,chromium,embed,.h,True
194,chromium,embed,.hml,True
195,chromium,embed,.hmtl,True
196,chromium,embed,.home,True
197,chromium,embed,.hqx,True
198,chromium,embed,.ht,True
199,chromium,embed,.hta,True
200,chromium,embed,.htaccess,True
201,chromium,embed,.htc,True
202,chromium,embed,.htlm,True
203,chromium,embed,.htm,True
204,chromium,embed,".htm,",True
205,chromium,embed,.HTM,True
206,chromium,embed,.html,True
207,chromium,embed,".html,",True
208,chromium,embed,.Html,True
209,chromium,embed,.HTML,True
210,chromium,embed,.html1,True
211,chromium,embed,.htmll,True
212,chromium,embed,.htmls,True
213,chromium,embed,.htx,True
214,chromium,embed,.i,True
215,chromium,embed,.ice,True
216,chromium,embed,.ico,False
217,chromium,embed,.ICO,False
218,chromium,embed,.ics,False
219,chromium,embed,.ida,True
220,chromium,embed,.idq,True
221,chromium,embed,.idx,True
222,chromium,embed,.ihtml,True
223,chromium,embed,.image,True
224,chromium,embed,.images,True
225,chromium,embed,.img,True
226,chromium,embed,.implode,True
227,chromium,embed,.inc,True
228,chromium,embed,.include,True
229,chromium,embed,.includes,True
230,chromium,embed,.index,True
231,chromium,embed,.inf,True
232,chromium,embed,.info,True
233,chromium,embed,.ini,True
234,chromium,embed,.iso,True
235,chromium,embed,.it,True
236,chromium,embed,.j,True
237,chromium,embed,.jad,True
238,chromium,embed,.jar,True
239,chromium,embed,.java,True
240,chromium,embed,.jbf,True
241,chromium,embed,.jhtml,True
242,chromium,embed,.jnlp,True
243,chromium,embed,.jp,True
244,chromium,embed,.jpe,True
245,chromium,embed,.jpeg,False
246,chromium,embed,.Jpeg,False
247,chromium,embed,.JPEG,False
248,chromium,embed,.jpg,False
249,chromium,embed,.Jpg,False
250,chromium,embed,.JPG,False
251,chromium,embed,.js,True
252,chromium,embed,.JS,True
253,chromium,embed,.js2,True
254,chromium,embed,.jsf,True
255,chromium,embed,.json,True
256,chromium,embed,.jsp,True
257,chromium,embed,.jspa,True
258,chromium,embed,.jspf,True
259,chromium,embed,.jspx,True
260,chromium,embed,.kml,True
261,chromium,embed,.kmz,True
262,chromium,embed,.l,True
263,chromium,embed,.lasso,True
264,chromium,embed,.layer,True
265,chromium,embed,.lbi,True
266,chromium,embed,.lck,True
267,chromium,embed,.LCK,True
268,chromium,embed,.lib,True
269,chromium,embed,.lic,True
270,chromium,embed,.licx,True
271,chromium,embed,.link,True
272,chromium,embed,.list,True
273,chromium,embed,.lnk,True
274,chromium,embed,.load,True
275,chromium,embed,.local,True
276,chromium,embed,.lock,True
277,chromium,embed,.log,True
278,chromium,embed,.LOG,True
279,chromium,embed,.login,True
280,chromium,embed,.lst,True
281,chromium,embed,.m,True
282,chromium,embed,.m3u,True
283,chromium,embed,.m4v,True
284,chromium,embed,.main,True
285,chromium,embed,.maninfo,True
286,chromium,embed,.map,True
287,chromium,embed,.master,True
288,chromium,embed,.Master,True
289,chromium,embed,.mbox,True
290,chromium,embed,.mdb,True
291,chromium,embed,.media,True
292,chromium,embed,.menu,True
293,chromium,embed,.mgi,True
294,chromium,embed,.mhtml,True
295,chromium,embed,.mi,True
296,chromium,embed,.mid,True
297,chromium,embed,.min,True
298,chromium,embed,.mkdir,True
299,chromium,embed,.mno,True
300,chromium,embed,.mod,True
301,chromium,embed,.mov,True
302,chromium,embed,.MOV,True
303,chromium,embed,.mp2,True
304,chromium,embed,.mp3,True
305,chromium,embed,.MP3,True
306,chromium,embed,.mp4,True
307,chromium,embed,.mpeg,False
308,chromium,embed,.MPEG,False
309,chromium,embed,.mpg,False
310,chromium,embed,.mpl,True
311,chromium,embed,.msg,True
312,chromium,embed,.msi,True
313,chromium,embed,.mso,True
314,chromium,embed,.mspx,True
315,chromium,embed,.mv,True
316,chromium,embed,.mvc,True
317,chromium,embed,.mysql,True
318,chromium,embed,.net,True
319,chromium,embed,.new,True
320,chromium,embed,.nl,True
321,chromium,embed,.nsf,True
322,chromium,embed,.NSF,True
323,chromium,embed,.num,True
324,chromium,embed,.o,True
325,chromium,embed,.ocx,True
326,chromium,embed,.odt,True
327,chromium,embed,.off,True
328,chromium,embed,.ogg,True
329,chromium,embed,.old,True
330,chromium,embed,.OLD,True
331,chromium,embed,.old2,True
332,chromium,embed,.opendir,True
333,chromium,embed,.opml,True
334,chromium,embed,.org,True
335,chromium,embed,.orig,True
336,chromium,embed,.original,True
337,chromium,embed,.oui,True
338,chromium,embed,.out,True
339,chromium,embed,.p,True
340,chromium,embed,.p3p,True
341,chromium,embed,.p7b,True
342,chromium,embed,.pac,True
343,chromium,embed,.pad,True
344,chromium,embed,.page,True
345,chromium,embed,.PAGE,True
346,chromium,embed,.pages,True
347,chromium,embed,.parse,True
348,chromium,embed,.pd,True
349,chromium,embed,.pdb,True
350,chromium,embed,.pdf,False
351,chromium,embed,.Pdf,False
352,chromium,embed,.PDF,False
353,chromium,embed,.pem,True
354,chromium,embed,.pfx,True
355,chromium,embed,.pgp,True
356,chromium,embed,.pgsql,True
357,chromium,embed,.pgt,True
358,chromium,embed,.ph,True
359,chromium,embed,.php,True
360,chromium,embed,.PhP,True
361,chromium,embed,".php,",True
362,chromium,embed,.php~,True
363,chromium,embed,.PHP,True
364,chromium,embed,.php1,True
365,chromium,embed,.php2,True
366,chromium,embed,.php3,True
367,chromium,embed,.php4,True
368,chromium,embed,.php5,True
369,chromium,embed,.phpmailer,True
370,chromium,embed,.phpp,True
371,chromium,embed,.phps,True
372,chromium,embed,.phtm,True
373,chromium,embed,.phtml,True
374,chromium,embed,.pl,True
375,chromium,embed,.plx,True
376,chromium,embed,.pm,True
377,chromium,embed,.png,False
378,chromium,embed,.PNG,False
379,chromium,embed,.pnp,True
380,chromium,embed,.po,True
381,chromium,embed,.pop3,True
382,chromium,embed,.popup,True
383,chromium,embed,.portal,True
384,chromium,embed,.pot,True
385,chromium,embed,.pps,True
386,chromium,embed,.ppt,False
387,chromium,embed,.PPT,False
388,chromium,embed,.pptx,False
389,chromium,embed,.prep,True
390,chromium,embed,.preview,True
391,chromium,embed,.prg,True
392,chromium,embed,.price,True
393,chromium,embed,.print,True
394,chromium,embed,.process,True
395,chromium,embed,.prt,True
396,chromium,embed,.ps,False
397,chromium,embed,.psd,True
398,chromium,embed,.psp,True
399,chromium,embed,.psql,True
400,chromium,embed,.pub,True
401,chromium,embed,.pvk,True
402,chromium,embed,.pwd,True
403,chromium,embed,.py,True
404,chromium,embed,.pyc,True
405,chromium,embed,.q,True
406,chromium,embed,.query,True
407,chromium,embed,.r,True
408,chromium,embed,.ra,True
409,chromium,embed,.ram,True
410,chromium,embed,.rar,True
411,chromium,embed,.raw,True
412,chromium,embed,.rb,True
413,chromium,embed,.rc,True
414,chromium,embed,.rdf,False
415,chromium,embed,.read,True
416,chromium,embed,.readme,True
417,chromium,embed,.rec,True
418,chromium,embed,.red,True
419,chromium,embed,.reg,True
420,chromium,embed,.require,True
421,chromium,embed,.results,True
422,chromium,embed,.resx,True
423,chromium,embed,.rhtml,True
424,chromium,embed,.rm,True
425,chromium,embed,.rpm,True
426,chromium,embed,.rss,True
427,chromium,embed,.rtf,False
428,chromium,embed,.ru,True
429,chromium,embed,.run,True
430,chromium,embed,.Run,True
431,chromium,embed,.s,True
432,chromium,embed,.s7,True
433,chromium,embed,.sample,True
434,chromium,embed,.sav,True
435,chromium,embed,.save,True
436,chromium,embed,.scc,True
437,chromium,embed,.scripts,True
438,chromium,embed,.sdb,True
439,chromium,embed,.se,True
440,chromium,embed,.sea,True
441,chromium,embed,.seam,True
442,chromium,embed,.search,True
443,chromium,embed,.sema,True
444,chromium,embed,.ser,True
445,chromium,embed,.server,True
446,chromium,embed,.session,True
447,chromium,embed,.settings,True
448,chromium,embed,.setup,True
449,chromium,embed,.sh,True
450,chromium,embed,.shop,True
451,chromium,embed,.shtm,True
452,chromium,embed,.shtml,True
453,chromium,embed,.sis,True
454,chromium,embed,.sit,True
455,chromium,embed,.site,True
456,chromium,embed,.sitemap,True
457,chromium,embed,.sitx,True
458,chromium,embed,.Skins,True
459,chromium,embed,.sln,True
460,chromium,embed,.smi,True
461,chromium,embed,.smil,True
462,chromium,embed,.smtp,True
463,chromium,embed,.sql,True
464,chromium,embed,.squery,True
465,chromium,embed,.src,True
466,chromium,embed,.srv,True
467,chromium,embed,.ssf,True
468,chromium,embed,.ssi,True
469,chromium,embed,.start,True
470,chromium,embed,.static,True
471,chromium,embed,.ste,True
472,chromium,embed,.stm,True
473,chromium,embed,.store,True
474,chromium,embed,.strpos,True
475,chromium,embed,.suo,True
476,chromium,embed,.svc,True
477,chromium,embed,.svg,True
478,chromium,embed,.svn,True
479,chromium,embed,.swf,False
480,chromium,embed,.SWF,False
481,chromium,embed,.swi,True
482,chromium,embed,.swp,True
483,chromium,embed,.sxw,True
484,chromium,embed,.t,True
485,chromium,embed,.taf,True
486,chromium,embed,.tar,False
487,chromium,embed,.tcl,True
488,chromium,embed,.tem,True
489,chromium,embed,.temp,True
490,chromium,embed,.template,True
491,chromium,embed,.templates,True
492,chromium,embed,.Templates,True
493,chromium,embed,.test,True
494,chromium,embed,.text,True
495,chromium,embed,.tgz,False
496,chromium,embed,.thtml,True
497,chromium,embed,.tif,False
498,chromium,embed,.tiff,False
499,chromium,embed,.tmp,True
500,chromium,embed,.tmpl,True
501,chromium,embed,.top,True
502,chromium,embed,.torrent,True
503,chromium,embed,.tpl,True
504,chromium,embed,.trck,True
505,chromium,embed,.ttf,True
506,chromium,embed,.TTF,True
507,chromium,embed,.tv,True
508,chromium,embed,.txt,True
509,chromium,embed,.TXT,True
510,chromium,embed,.types,True
511,chromium,embed,.ua,True
512,chromium,embed,.uk,True
513,chromium,embed,.url,True
514,chromium,embed,.us,True
515,chromium,embed,.user,True
516,chromium,embed,.v,True
517,chromium,embed,.vb,True
518,chromium,embed,.vbproj,True
519,chromium,embed,.vbs,True
520,chromium,embed,.vcf,True
521,chromium,embed,.vcs,True
522,chromium,embed,.view,True
523,chromium,embed,.vm,True
524,chromium,embed,.vorteil,True
525,chromium,embed,.vspscc,True
526,chromium,embed,.w,True
527,chromium,embed,.war,True
528,chromium,embed,.wav,True
529,chromium,embed,.WAV,True
530,chromium,embed,.wbp,True
531,chromium,embed,.wci,True
532,chromium,embed,.web,True
533,chromium,embed,.Web,True
534,chromium,embed,.webinfo,True
535,chromium,embed,.wma,True
536,chromium,embed,.wmf,True
537,chromium,embed,.wml,True
538,chromium,embed,.wmv,True
539,chromium,embed,.WMV,True
540,chromium,embed,.woa,True
541,chromium,embed,.wpd,True
542,chromium,embed,.ws,True
543,chromium,embed,.wsdl,True
544,chromium,embed,.wvx,True
545,chromium,embed,.wws,True
546,chromium,embed,.x,True
547,chromium,embed,.xhtm,True
548,chromium,embed,.xhtml,True
549,chromium,embed,.xls,False
550,chromium,embed,.XLS,False
551,chromium,embed,.xlsx,False
552,chromium,embed,.xml,True
553,chromium,embed,.XML,True
554,chromium,embed,.xpi,True
555,chromium,embed,.xpml,True
556,chromium,embed,.xsd,True
557,chromium,embed,.xsl,True
558,chromium,embed,.xslt,True
559,chromium,embed,.xspf,True
560,chromium,embed,.y,True
561,chromium,embed,.Z,True
562,chromium,embed,.zdat,True
563,chromium,embed,.Zif,True
564,chromium,embed,.zip,False
565,chromium,embed,.Zip,False
566,chromium,embed,.ZIP,False
567,chromium,embed,.phar,True
568,chromium,embed,.php7,True
569,chromium,embed,.pht,True
570,chromium,embed,.phP,True
571,chromium,embed,.aac,True
572,chromium,embed,.abw,True
573,chromium,embed,.arc,True
574,chromium,embed,.avif,False
575,chromium,embed,.azw,True
576,chromium,embed,.bz,True
577,chromium,embed,.cda,True
578,chromium,embed,.csh,True
579,chromium,embed,".jpeg,",True
580,chromium,embed,.jsonld,True
581,chromium,embed,".mid,",True
582,chromium,embed,.midi,True
583,chromium,embed,.mjs,True
584,chromium,embed,.mpkg,True
585,chromium,embed,.odp,True
586,chromium,embed,.ods,True
587,chromium,embed,.oga,True
588,chromium,embed,.ogv,True
589,chromium,embed,.ogx,True
590,chromium,embed,.opus,True
591,chromium,embed,.otf,True
592,chromium,embed,".tif,",True
593,chromium,embed,.ts,True
594,chromium,embed,.vsd,True
595,chromium,embed,.weba,True
596,chromium,embed,.webm,True
597,chromium,embed,.webp,False
598,chromium,embed,.woff,False
599,chromium,embed,.woff2,True
600,chromium,embed,.xul,False
601,chromium,embed,.3gp,True
602,chromium,embed,.3g2,True
603,chromium,embed,.7z,True
604,chromium,object,.a,True
605,chromium,object,.access,True
606,chromium,object,.acgi,True
607,chromium,object,.action,True
608,chromium,object,.add,True
609,chromium,object,.adp,True
610,chromium,object,.ai,False
611,chromium,object,.ajax,True
612,chromium,object,.alt,True
613,chromium,object,.app,True
614,chromium,object,.apsx,True
615,chromium,object,.aquery,True
616,chromium,object,.asax,True
617,chromium,object,.asc,True
618,chromium,object,.ascx,True
619,chromium,object,.asf,True
620,chromium,object,.ashx,True
621,chromium,object,.asm,True
622,chromium,object,.asmx,True
623,chromium,object,.asp,True
624,chromium,object,.Asp,True
625,chromium,object,.ASP,True
626,chromium,object,.aspx,True
627,chromium,object,.Aspx,True
628,chromium,object,.ASPX,True
629,chromium,object,.assets,True
630,chromium,object,.asx,True
631,chromium,object,.at,True
632,chromium,object,.au,True
633,chromium,object,.avi,True
634,chromium,object,.AVI,True
635,chromium,object,.awm,True
636,chromium,object,.b,True
637,chromium,object,.back,True
638,chromium,object,.backup,True
639,chromium,object,.bad,True
640,chromium,object,.bak,True
641,chromium,object,.BAK,True
642,chromium,object,.bak2,True
643,chromium,object,.bat,True
644,chromium,object,.bck,True
645,chromium,object,.bhtml,True
646,chromium,object,.bin,False
647,chromium,object,.bk,True
648,chromium,object,.bkp,True
649,chromium,object,.blog,True
650,chromium,object,.bml,True
651,chromium,object,.bmp,True
652,chromium,object,.bok,True
653,chromium,object,.bsp,True
654,chromium,object,.btr,True
655,chromium,object,.bu,True
656,chromium,object,.bz2,True
657,chromium,object,.c,True
658,chromium,object,.C,True
659,chromium,object,.ca,True
660,chromium,object,.cab,True
661,chromium,object,.cache,True
662,chromium,object,.captcha,True
663,chromium,object,.cat,True
664,chromium,object,.cc,True
665,chromium,object,.cdr,True
666,chromium,object,.cer,False
667,chromium,object,.cfc,True
668,chromium,object,.cfg,True
669,chromium,object,.cfm,True
670,chromium,object,.CFM,True
671,chromium,object,.cfml,True
672,chromium,object,.cgi,True
673,chromium,object,.chm,True
674,chromium,object,.class,True
675,chromium,object,.cmd,True
676,chromium,object,.cms,True
677,chromium,object,.cn,True
678,chromium,object,.cnf,True
679,chromium,object,.co,True
680,chromium,object,.code,True
681,chromium,object,.com,False
682,chromium,object,".com,",True
683,chromium,object,.COM,False
684,chromium,object,.common,True
685,chromium,object,.conf,True
686,chromium,object,.config,True
687,chromium,object,.Config,True
688,chromium,object,.content,True
689,chromium,object,.contrib,True
690,chromium,object,.copy,True
691,chromium,object,.core,True
692,chromium,object,.count,True
693,chromium,object,.cp,True
694,chromium,object,.crt,False
695,chromium,object,.cs,True
696,chromium,object,.csi,True
697,chromium,object,.csp,True
698,chromium,object,.csproj,True
699,chromium,object,.css,True
700,chromium,object,.CSS,True
701,chromium,object,.csshandler,True
702,chromium,object,.csv,False
703,chromium,object,.cur,True
704,chromium,object,.custom,True
705,chromium,object,.cz,True
706,chromium,object,.d,True
707,chromium,object,.dat,True
708,chromium,object,.data,True
709,chromium,object,.db,True
710,chromium,object,.dbf,True
711,chromium,object,.dcr,True
712,chromium,object,.de,True
713,chromium,object,.deb,True
714,chromium,object,.default,True
715,chromium,object,.delete,True
716,chromium,object,.detail,True
717,chromium,object,.details,True
718,chromium,object,.dev,True
719,chromium,object,.dhtml,True
720,chromium,object,.dic,True
721,chromium,object,.dict,True
722,chromium,object,.diff,True
723,chromium,object,.dir,True
724,chromium,object,.disabled,True
725,chromium,object,.dist,True
726,chromium,object,.divx,True
727,chromium,object,.djvu,True
728,chromium,object,.dll,True
729,chromium,object,.dmg,True
730,chromium,object,.do,True
731,chromium,object,.doc,False
732,chromium,object,.DOC,False
733,chromium,object,.docx,False
734,chromium,object,.dot,False
735,chromium,object,.ds,True
736,chromium,object,.dta,True
737,chromium,object,.dtd,True
738,chromium,object,.dwf,True
739,chromium,object,.dwg,True
740,chromium,object,.dwt,True
741,chromium,object,.e,True
742,chromium,object,.ece,True
743,chromium,object,.edit,True
744,chromium,object,.edu,True
745,chromium,object,.egov,True
746,chromium,object,.email,True
747,chromium,object,.eml,True
748,chromium,object,.en,True
749,chromium,object,.enu,True
750,chromium,object,.eot,True
751,chromium,object,.ep,True
752,chromium,object,.epc,True
753,chromium,object,.epl,True
754,chromium,object,.eps,False
755,chromium,object,.epub,False
756,chromium,object,.err,True
757,chromium,object,.error,True
758,chromium,object,.errors,True
759,chromium,object,.es,True
760,chromium,object,.eu,True
761,chromium,object,.exclude,True
762,chromium,object,.exe,False
763,chromium,object,.EXE,False
764,chromium,object,.extract,True
765,chromium,object,.f4v,True
766,chromium,object,.faces,True
767,chromium,object,.fcgi,True
768,chromium,object,.feed,True
769,chromium,object,.fil,True
770,chromium,object,.file,True
771,chromium,object,.filemtime,True
772,chromium,object,.files,True
773,chromium,object,.filesize,True
774,chromium,object,.film,True
775,chromium,object,.fla,True
776,chromium,object,.flv,True
777,chromium,object,.fopen,True
778,chromium,object,.form,True
779,chromium,object,.fpl,True
780,chromium,object,.fr,True
781,chromium,object,.framework,True
782,chromium,object,.fread,True
783,chromium,object,.fsockopen,True
784,chromium,object,.functions,True
785,chromium,object,.g,True
786,chromium,object,.geo,True
787,chromium,object,.getimagesize,True
788,chromium,object,.GetMapImage,True
789,chromium,object,.gif,True
790,chromium,object,.Gif,True
791,chromium,object,.GIF,True
792,chromium,object,.git,True
793,chromium,object,.go,True
794,chromium,object,.gpx,True
795,chromium,object,.grp,True
796,chromium,object,.gz,False
797,chromium,object,.h,True
798,chromium,object,.hml,True
799,chromium,object,.hmtl,True
800,chromium,object,.home,True
801,chromium,object,.hqx,True
802,chromium,object,.ht,True
803,chromium,object,.hta,True
804,chromium,object,.htaccess,True
805,chromium,object,.htc,True
806,chromium,object,.htlm,True
807,chromium,object,.htm,True
808,chromium,object,".htm,",True
809,chromium,object,.HTM,True
810,chromium,object,.html,True
811,chromium,object,".html,",True
812,chromium,object,.Html,True
813,chromium,object,.HTML,True
814,chromium,object,.html1,True
815,chromium,object,.htmll,True
816,chromium,object,.htmls,True
817,chromium,object,.htx,True
818,chromium,object,.i,True
819,chromium,object,.ice,True
820,chromium,object,.ico,True
821,chromium,object,.ICO,True
822,chromium,object,.ics,False
823,chromium,object,.ida,True
824,chromium,object,.idq,True
825,chromium,object,.idx,True
826,chromium,object,.ihtml,True
827,chromium,object,.image,True
828,chromium,object,.images,True
829,chromium,object,.img,True
830,chromium,object,.implode,True
831,chromium,object,.inc,True
832,chromium,object,.include,True
833,chromium,object,.includes,True
834,chromium,object,.index,True
835,chromium,object,.inf,True
836,chromium,object,.info,True
837,chromium,object,.ini,True
838,chromium,object,.iso,True
839,chromium,object,.it,True
840,chromium,object,.j,True
841,chromium,object,.jad,True
842,chromium,object,.jar,True
843,chromium,object,.java,True
844,chromium,object,.jbf,True
845,chromium,object,.jhtml,True
846,chromium,object,.jnlp,True
847,chromium,object,.jp,True
848,chromium,object,.jpe,True
849,chromium,object,.jpeg,True
850,chromium,object,.Jpeg,True
851,chromium,object,.JPEG,True
852,chromium,object,.jpg,True
853,chromium,object,.Jpg,True
854,chromium,object,.JPG,True
855,chromium,object,.js,True
856,chromium,object,.JS,True
857,chromium,object,.js2,True
858,chromium,object,.jsf,True
859,chromium,object,.json,True
860,chromium,object,.jsp,True
861,chromium,object,.jspa,True
862,chromium,object,.jspf,True
863,chromium,object,.jspx,True
864,chromium,object,.kml,True
865,chromium,object,.kmz,True
866,chromium,object,.l,True
867,chromium,object,.lasso,True
868,chromium,object,.layer,True
869,chromium,object,.lbi,True
870,chromium,object,.lck,True
871,chromium,object,.LCK,True
872,chromium,object,.lib,True
873,chromium,object,.lic,True
874,chromium,object,.licx,True
875,chromium,object,.link,True
876,chromium,object,.list,True
877,chromium,object,.lnk,True
878,chromium,object,.load,True
879,chromium,object,.local,True
880,chromium,object,.lock,True
881,chromium,object,.log,True
882,chromium,object,.LOG,True
883,chromium,object,.login,True
884,chromium,object,.lst,True
885,chromium,object,.m,True
886,chromium,object,.m3u,True
887,chromium,object,.m4v,True
888,chromium,object,.main,True
889,chromium,object,.maninfo,True
890,chromium,object,.map,True
891,chromium,object,.master,True
892,chromium,object,.Master,True
893,chromium,object,.mbox,True
894,chromium,object,.mdb,True
895,chromium,object,.media,True
896,chromium,object,.menu,True
897,chromium,object,.mgi,True
898,chromium,object,.mhtml,True
899,chromium,object,.mi,True
900,chromium,object,.mid,True
901,chromium,object,.min,True
902,chromium,object,.mkdir,True
903,chromium,object,.mno,True
904,chromium,object,.mod,True
905,chromium,object,.mov,True
906,chromium,object,.MOV,True
907,chromium,object,.mp2,True
908,chromium,object,.mp3,True
909,chromium,object,.MP3,True
910,chromium,object,.mp4,True
911,chromium,object,.mpeg,False
912,chromium,object,.MPEG,False
913,chromium,object,.mpg,False
914,chromium,object,.mpl,True
915,chromium,object,.msg,True
916,chromium,object,.msi,True
917,chromium,object,.mso,True
918,chromium,object,.mspx,True
919,chromium,object,.mv,True
920,chromium,object,.mvc,True
921,chromium,object,.mysql,True
922,chromium,object,.net,True
923,chromium,object,.new,True
924,chromium,object,.nl,True
925,chromium,object,.nsf,True
926,chromium,object,.NSF,True
927,chromium,object,.num,True
928,chromium,object,.o,True
929,chromium,object,.ocx,True
930,chromium,object,.odt,True
931,chromium,object,.off,True
932,chromium,object,.ogg,True
933,chromium,object,.old,True
934,chromium,object,.OLD,True
935,chromium,object,.old2,True
936,chromium,object,.opendir,True
937,chromium,object,.opml,True
938,chromium,object,.org,True
939,chromium,object,.orig,True
