,browser,element,file_ending,executes
3515,firefox,object,.tgz,True
3516,firefox,object,.thtml,True
3517,firefox,object,.tif,True
3518,firefox,object,.tiff,True
3519,firefox,object,.tmp,True
3520,firefox,object,.tmpl,True
3521,firefox,object,.top,True
3522,firefox,object,.torrent,True
3523,firefox,object,.tpl,True
3524,firefox,object,.trck,True
3525,firefox,object,.ttf,True
3526,firefox,object,.TTF,True
3527,firefox,object,.tv,True
3528,firefox,object,.txt,True
3529,firefox,object,.TXT,True
3530,firefox,object,.types,True
3531,firefox,object,.ua,True
3532,firefox,object,.uk,True
3533,firefox,object,.url,True
3534,firefox,object,.us,True
3535,firefox,object,.user,True
3536,firefox,object,.v,True
3537,firefox,object,.vb,True
3538,firefox,object,.vbproj,True
3539,firefox,object,.vbs,True
3540,firefox,object,.vcf,True
3541,firefox,object,.vcs,True
3542,firefox,object,.view,True
3543,firefox,object,.vm,True
3544,firefox,object,.vorteil,True
3545,firefox,object,.vspscc,True
3546,firefox,object,.w,True
3547,firefox,object,.war,True
3548,firefox,object,.wav,True
3549,firefox,object,.WAV,True
3550,firefox,object,.wbp,True
3551,firefox,object,.wci,True
3552,firefox,object,.web,True
3553,firefox,object,.Web,True
3554,firefox,object,.webinfo,True
3555,firefox,object,.wma,True
3556,firefox,object,.wmf,True
3557,firefox,object,.wml,True
3558,firefox,object,.wmv,True
3559,firefox,object,.WMV,True
3560,firefox,object,.woa,True
3561,firefox,object,.wpd,True
3562,firefox,object,.ws,True
3563,firefox,object,.wsdl,True
3564,firefox,object,.wvx,True
3565,firefox,object,.wws,True
3566,firefox,object,.x,True
3567,firefox,object,.xhtm,True
3568,firefox,object,.xhtml,True
3569,firefox,object,.xls,True
3570,firefox,object,.XLS,True
3571,firefox,object,.xlsx,True
3572,firefox,object,.xml,True
3573,firefox,object,.XML,True
3574,firefox,object,.xpi,True
3575,firefox,object,.xpml,True
3576,firefox,object,.xsd,True
3577,firefox,object,.xsl,True
3578,firefox,object,.xslt,True
3579,firefox,object,.xspf,True
3580,firefox,object,.y,True
3581,firefox,object,.Z,True
3582,firefox,object,.zdat,True
3583,firefox,object,.Zif,True
3584,firefox,object,.zip,True
3585,firefox,object,.Zip,True
3586,firefox,object,.ZIP,True
3587,firefox,object,.phar,True
3588,firefox,object,.php7,True
3589,firefox,object,.pht,True
3590,firefox,object,.phP,True
3591,firefox,object,.aac,True
3592,firefox,object,.abw,True
3593,firefox,object,.arc,True
3594,firefox,object,.avif,True
3595,firefox,object,.azw,True
3596,firefox,object,.bz,True
3597,firefox,object,.cda,True
3598,firefox,object,.csh,True
3599,firefox,object,".jpeg,",True
3600,firefox,object,.jsonld,True
3601,firefox,object,".mid,",True
3602,firefox,object,.midi,True
3603,firefox,object,.mjs,True
3604,firefox,object,.mpkg,True
3605,firefox,object,.odp,True
3606,firefox,object,.ods,True
3607,firefox,object,.oga,True
3608,firefox,object,.ogv,True
3609,firefox,object,.ogx,True
3610,firefox,object,.opus,True
3611,firefox,object,.otf,True
3612,firefox,object,".tif,",True
3613,firefox,object,.ts,True
3614,firefox,object,.vsd,True
3615,firefox,object,.weba,True
3616,firefox,object,.webm,True
3617,firefox,object,.webp,True
3618,firefox,object,.woff,True
3619,firefox,object,.woff2,True
3620,firefox,object,.xul,True
3621,firefox,object,.3gp,True
3622,firefox,object,.3g2,True
3623,firefox,object,.7z,True
